store_key,staff_key,store_inventory_quantity,date_time
225,8192,1500,2018-05-01
153,1826,1900,2018-05-01
117,7207,900,2018-05-01
224,4500,1700,2018-05-01
181,2857,1900,2018-05-01
133,340,1900,2018-05-01
94,5776,1300,2018-05-01
14,5873,700,2018-05-01
98,8729,500,2018-05-01
178,8272,1100,2018-05-01
272,7600,900,2018-05-01
164,2346,2000,2018-05-01
119,6016,1800,2018-05-01
294,3492,900,2018-05-01
174,8451,1000,2018-05-01
230,7946,600,2018-05-01
271,8354,1000,2018-05-01
62,4798,1100,2018-05-01
3,8171,1200,2018-05-01
175,3104,600,2018-05-01
134,6763,1100,2018-05-01
7,7104,2000,2018-05-01
96,6286,700,2018-05-01
198,4323,500,2018-05-01
229,2427,1200,2018-05-01
262,1993,1900,2018-05-01
287,872,1700,2018-05-01
197,2850,1700,2018-05-01
121,788,1200,2018-05-01
173,6283,600,2018-05-01
228,8125,1400,2018-05-01
63,7624,1000,2018-05-01
120,1019,900,2018-05-01
151,2971,1700,2018-05-01
152,2418,600,2018-05-01
176,4611,700,2018-05-01
95,4656,1000,2018-05-01
8,694,1800,2018-05-01
199,6008,1700,2018-05-01
23,2378,1200,2018-05-01
97,8039,1000,2018-05-01
223,7814,1600,2018-05-01
296,5200,1900,2018-05-01
171,5384,1100,2018-05-01
147,6122,1300,2018-05-01
69,82,1200,2018-05-01
115,6241,900,2018-05-01
154,6264,1900,2018-05-01
124,200,1500,2018-05-01
66,5351,900,2018-05-01
114,6015,1400,2018-05-01
99,3157,1300,2018-05-01
221,1251,1000,2018-05-01
70,2665,600,2018-05-01
180,6845,1400,2018-05-01
265,3035,800,2018-05-01
195,1152,1700,2018-05-01
286,8102,1900,2018-05-01
220,5582,1500,2018-05-01
71,427,900,2018-05-01
277,7863,900,2018-05-01
136,812,2000,2018-05-01
92,1208,1500,2018-05-01
146,8104,1900,2018-05-01
113,3250,1200,2018-05-01
201,5014,1900,2018-05-01
169,3074,800,2018-05-01
122,7635,800,2018-05-01
219,4335,1200,2018-05-01
270,4269,1700,2018-05-01
68,1810,1800,2018-05-01
200,3200,1000,2018-05-01
130,4754,600,2018-05-01
288,2779,1800,2018-05-01
116,2070,1200,2018-05-01
222,7365,1600,2018-05-01
93,1799,1700,2018-05-01
0,5738,1500,2018-05-01
162,3210,1600,2018-05-01
67,5626,1300,2018-05-01
264,1984,1100,2018-05-01
148,4740,1300,2018-05-01
6,1830,1200,2018-05-01
179,990,1600,2018-05-01
278,4088,2000,2018-05-01
283,508,1900,2018-05-01
170,2632,700,2018-05-01
13,5990,500,2018-05-01
22,931,1200,2018-05-01
197,1861,1500,2018-06-01
273,6622,800,2018-06-01
241,2019,700,2018-06-01
49,4759,1000,2018-06-01
259,8755,1500,2018-06-01
103,7569,600,2018-06-01
12,2753,1000,2018-06-01
39,7639,1700,2018-06-01
101,8363,2000,2018-06-01
132,6515,700,2018-06-01
98,605,1900,2018-06-01
131,4369,1100,2018-06-01
100,2036,1700,2018-06-01
13,5990,1300,2018-06-01
192,4756,1600,2018-06-01
196,38,500,2018-06-01
50,3688,1500,2018-06-01
193,8554,600,2018-06-01
165,2444,1400,2018-06-01
250,5161,1200,2018-06-01
194,8085,600,2018-06-01
99,3157,1300,2018-06-01
242,2821,1000,2018-06-01
164,2346,1700,2018-06-01
293,6959,2000,2018-06-01
102,7383,2000,2018-06-01
282,7447,500,2018-06-01
195,2867,600,2018-06-01
130,5113,1900,2018-06-01
97,8614,1900,2018-06-01
272,197,1700,2018-06-01
133,6199,1200,2018-06-01
127,4579,900,2018-06-01
11,6719,500,2018-06-01
171,5384,700,2018-06-01
178,8272,700,2018-06-01
6,6226,1700,2018-06-01
246,6344,900,2018-06-01
170,2632,900,2018-06-01
179,990,900,2018-06-01
278,6657,1700,2018-06-01
115,7546,1700,2018-06-01
114,6015,1300,2018-06-01
288,2779,2000,2018-06-01
124,1564,1900,2018-06-01
180,6845,800,2018-06-01
248,2465,900,2018-06-01
277,7863,600,2018-06-01
45,809,800,2018-06-01
257,3316,2000,2018-06-01
113,3250,1500,2018-06-01
169,3074,1600,2018-06-01
245,1613,1800,2018-06-01
116,7001,2000,2018-06-01
29,8313,900,2018-06-01
44,4230,700,2018-06-01
41,7413,2000,2018-06-01
174,4575,800,2018-06-01
30,4904,500,2018-06-01
175,3104,1100,2018-06-01
7,743,1200,2018-06-01
42,8553,1800,2018-06-01
247,2486,800,2018-06-01
173,6283,1600,2018-06-01
121,7619,1400,2018-06-01
120,6939,2000,2018-06-01
181,4272,2000,2018-06-01
176,4611,600,2018-06-01
119,6567,1200,2018-06-01
8,2884,1200,2018-06-01
43,891,1800,2018-06-01
123,6897,1400,2018-06-01
118,5914,2000,2018-06-01
177,3855,1300,2018-06-01
280,7141,1600,2018-06-01
279,626,1400,2018-06-01
117,4348,1100,2018-06-01
172,1576,700,2018-06-01
112,1943,500,2018-06-01
182,1560,1800,2018-06-01
258,5951,1000,2018-06-01
256,7463,1900,2018-06-01
128,4229,1600,2018-06-01
188,3667,1500,2018-06-01
5,3861,600,2018-06-01
274,7968,600,2018-06-01
189,4336,900,2018-06-01
40,1963,600,2018-06-01
48,5593,600,2018-06-01
167,1466,1500,2018-06-01
187,5378,1200,2018-06-01
28,8069,1000,2018-06-01
10,1301,1600,2018-06-01
129,356,1800,2018-06-01
297,1681,1500,2018-06-01
105,3031,1600,2018-06-01
190,8025,1700,2018-06-01
4,7855,1500,2018-06-01
104,2325,900,2018-06-01
243,4710,2000,2018-06-01
191,146,1800,2018-06-01
106,2454,600,2018-06-01
166,7859,1300,2018-06-01
107,6022,1200,2018-06-01
249,1329,1400,2018-06-01
125,6639,2000,2018-06-01
295,7916,600,2018-06-01
126,4938,800,2018-06-01
183,6740,1700,2018-06-01
276,6826,800,2018-06-01
46,7693,600,2018-06-01
281,1726,800,2018-06-01
111,7715,600,2018-06-01
289,6832,1000,2018-06-01
47,6132,1300,2018-06-01
110,7218,1400,2018-06-01
168,2608,1900,2018-06-01
275,4571,1800,2018-06-01
185,6047,1700,2018-06-01
109,1094,1000,2018-06-01
134,6763,1600,2018-06-01
244,7056,1300,2018-06-01
186,222,1500,2018-06-01
9,8118,700,2018-06-01
108,8166,1900,2018-06-01
184,864,900,2018-06-01
271,5644,800,2018-06-01
136,4098,1000,2018-06-01
19,4635,800,2018-06-01
156,6995,1000,2018-06-01
25,4954,1400,2018-06-01
143,3106,1900,2018-06-01
234,253,1600,2018-06-01
74,3014,800,2018-06-01
216,488,600,2018-06-01
217,6519,1800,2018-06-01
144,8031,1000,2018-06-01
266,2240,1900,2018-06-01
34,6160,1600,2018-06-01
57,7537,1000,2018-06-01
73,7936,1800,2018-06-01
155,5098,1900,2018-06-01
72,8238,1700,2018-06-01
218,3482,500,2018-06-01
233,5350,1700,2018-06-01
219,4335,1100,2018-06-01
145,1114,1600,2018-06-01
21,4975,1300,2018-06-01
296,4302,1400,2018-06-01
146,8104,1200,2018-06-01
215,4931,500,2018-06-01
1,8079,900,2018-06-01
20,6986,1900,2018-06-01
214,7676,800,2018-06-01
18,3703,1800,2018-06-01
252,1865,1300,2018-06-01
79,8198,1500,2018-06-01
55,7645,1200,2018-06-01
285,6398,2000,2018-06-01
260,3817,1000,2018-06-01
211,3426,1800,2018-06-01
142,5682,1700,2018-06-01
267,6158,1100,2018-06-01
78,168,1300,2018-06-01
71,6359,1100,2018-06-01
158,470,1800,2018-06-01
212,659,700,2018-06-01
235,1339,1600,2018-06-01
51,8146,900,2018-06-01
76,7173,1800,2018-06-01
213,4796,1400,2018-06-01
255,2178,600,2018-06-01
35,7870,900,2018-06-01
56,4394,1700,2018-06-01
157,920,1800,2018-06-01
75,309,1300,2018-06-01
77,6759,1600,2018-06-01
220,5582,1400,2018-06-01
286,1441,500,2018-06-01
265,2624,1000,2018-06-01
231,1938,1500,2018-06-01
65,5536,1300,2018-06-01
226,1248,1700,2018-06-01
150,8521,800,2018-06-01
263,4028,1600,2018-06-01
64,680,1500,2018-06-01
227,7892,1100,2018-06-01
23,2378,500,2018-06-01
60,8615,1300,2018-06-01
24,4355,1200,2018-06-01
149,8701,500,2018-06-01
152,5138,700,2018-06-01
228,8125,1800,2018-06-01
151,4435,500,2018-06-01
287,872,1400,2018-06-01
262,1993,1800,2018-06-01
229,492,600,2018-06-01
61,4960,1800,2018-06-01
254,3534,600,2018-06-01
294,1919,900,2018-06-01
62,1312,1300,2018-06-01
230,7946,1100,2018-06-01
63,3557,1800,2018-06-01
210,2358,1600,2018-06-01
33,4418,1400,2018-06-01
290,8051,900,2018-06-01
70,2665,1800,2018-06-01
221,1251,900,2018-06-01
58,4603,500,2018-06-01
154,7108,1900,2018-06-01
69,1000,1200,2018-06-01
68,8230,1200,2018-06-01
222,815,1800,2018-06-01
147,6122,1500,2018-06-01
253,8035,700,2018-06-01
264,6466,1800,2018-06-01
32,3337,500,2018-06-01
67,165,1000,2018-06-01
261,2359,900,2018-06-01
0,5738,700,2018-06-01
66,2130,1600,2018-06-01
223,6429,1400,2018-06-01
148,4740,1900,2018-06-01
22,931,500,2018-06-01
153,6584,1800,2018-06-01
232,8322,1900,2018-06-01
224,5070,1700,2018-06-01
225,8192,1400,2018-06-01
59,4693,500,2018-06-01
80,616,1900,2018-06-01
122,8089,1400,2018-06-01
159,7373,1900,2018-06-01
91,2906,700,2018-06-01
203,2768,2000,2018-06-01
15,4347,1700,2018-06-01
161,845,1400,2018-06-01
90,7192,2000,2018-06-01
31,4405,1800,2018-06-01
89,4786,1900,2018-06-01
53,8637,700,2018-06-01
81,2175,2000,2018-06-01
137,5504,1900,2018-06-01
88,4037,1400,2018-06-01
238,7700,2000,2018-06-01
16,4099,1400,2018-06-01
138,4832,800,2018-06-01
139,3258,1000,2018-06-01
87,4881,1000,2018-06-01
251,6816,1600,2018-06-01
26,4043,1300,2018-06-01
205,5177,1100,2018-06-01
269,3038,1900,2018-06-01
204,2614,900,2018-06-01
37,5896,500,2018-06-01
202,2637,1900,2018-06-01
201,2464,1500,2018-06-01
3,8171,1600,2018-06-01
96,696,1400,2018-06-01
198,7270,1300,2018-06-01
95,4656,1200,2018-06-01
38,1496,500,2018-06-01
199,3662,1900,2018-06-01
163,2185,2000,2018-06-01
135,1463,600,2018-06-01
27,8657,500,2018-06-01
240,5746,1900,2018-06-01
94,5776,500,2018-06-01
14,5873,1000,2018-06-01
162,5473,1000,2018-06-01
93,6698,1800,2018-06-01
270,8578,900,2018-06-01
52,3714,1200,2018-06-01
283,3708,1500,2018-06-01
200,3200,1900,2018-06-01
291,3954,1400,2018-06-01
92,1904,1900,2018-06-01
239,2295,600,2018-06-01
160,4065,1900,2018-06-01
86,3545,900,2018-06-01
284,7219,500,2018-06-01
206,1609,1100,2018-06-01
84,4590,2000,2018-06-01
82,6597,1100,2018-06-01
268,6987,500,2018-06-01
292,4122,600,2018-06-01
236,2335,1800,2018-06-01
36,5763,1700,2018-06-01
140,6381,1300,2018-06-01
83,6492,800,2018-06-01
17,8276,600,2018-06-01
209,2313,900,2018-06-01
208,6418,1300,2018-06-01
2,8561,1100,2018-06-01
237,7012,1900,2018-06-01
141,2016,1600,2018-06-01
207,8569,1600,2018-06-01
85,2639,1400,2018-06-01
54,4961,1100,2018-06-01
158,470,2000,2018-07-01
149,8052,2000,2018-07-01
280,5358,1700,2018-07-01
123,7305,1900,2018-07-01
282,7976,600,2018-07-01
164,5239,1600,2018-07-01
5,3861,1700,2018-07-01
249,7852,600,2018-07-01
283,508,2000,2018-07-01
142,1562,1400,2018-07-01
285,8733,500,2018-07-01
30,202,1400,2018-07-01
41,7413,1900,2018-07-01
33,7660,1400,2018-07-01
162,3210,1200,2018-07-01
257,5284,1400,2018-07-01
150,7752,1200,2018-07-01
171,2165,2000,2018-07-01
159,7373,900,2018-07-01
32,3432,1600,2018-07-01
141,34,600,2018-07-01
254,7491,1500,2018-07-01
3,4304,800,2018-07-01
42,2994,1900,2018-07-01
250,4510,1900,2018-07-01
287,872,1100,2018-07-01
6,6226,1500,2018-07-01
163,4149,1000,2018-07-01
173,818,1600,2018-07-01
38,1237,1000,2018-07-01
151,2971,1100,2018-07-01
252,3809,1300,2018-07-01
297,1681,2000,2018-07-01
128,4229,1600,2018-07-01
167,4554,1700,2018-07-01
133,5163,500,2018-07-01
172,6216,1000,2018-07-01
152,8123,500,2018-07-01
135,6063,700,2018-07-01
140,6381,600,2018-07-01
153,3145,1000,2018-07-01
127,4579,1800,2018-07-01
132,6424,1400,2018-07-01
165,5332,1800,2018-07-01
36,5763,2000,2018-07-01
139,2999,1400,2018-07-01
138,142,1700,2018-07-01
124,8623,1100,2018-07-01
130,5113,800,2018-07-01
1,5727,500,2018-07-01
40,6665,500,2018-07-01
155,5615,1500,2018-07-01
256,7463,1000,2018-07-01
251,1771,2000,2018-07-01
34,6160,1600,2018-07-01
144,8031,1500,2018-07-01
125,6639,1100,2018-07-01
166,7859,900,2018-07-01
31,4405,900,2018-07-01
160,4065,900,2018-07-01
39,7639,2000,2018-07-01
143,6541,1300,2018-07-01
126,1113,600,2018-07-01
156,3458,500,2018-07-01
145,1114,600,2018-07-01
284,5008,1700,2018-07-01
168,6151,2000,2018-07-01
248,2465,1900,2018-07-01
281,3865,700,2018-07-01
129,4738,900,2018-07-01
136,4377,1800,2018-07-01
37,6686,1400,2018-07-01
0,8092,1500,2018-07-01
170,8427,800,2018-07-01
253,8035,1400,2018-07-01
292,4122,1300,2018-07-01
157,657,900,2018-07-01
147,5325,900,2018-07-01
148,4740,1600,2018-07-01
137,5504,2000,2018-07-01
131,155,1200,2018-07-01
161,6494,1400,2018-07-01
255,2178,1000,2018-07-01
154,6264,1700,2018-07-01
4,2073,1200,2018-07-01
286,1441,1900,2018-07-01
169,8007,1700,2018-07-01
35,7870,600,2018-07-01
2,505,1400,2018-07-01
146,3540,2000,2018-07-01
289,900,500,2018-07-01
134,520,1600,2018-07-01
230,7799,1800,2018-07-01
239,4396,1600,2018-07-01
264,6466,800,2018-07-01
92,2652,1500,2018-07-01
122,8089,900,2018-07-01
201,3355,800,2018-07-01
202,4850,1300,2018-07-01
91,2906,1000,2018-07-01
203,1870,700,2018-07-01
15,4869,1500,2018-07-01
222,815,1700,2018-07-01
90,7192,1300,2018-07-01
200,3666,500,2018-07-01
89,4786,1500,2018-07-01
88,4037,1200,2018-07-01
238,8117,500,2018-07-01
68,4182,1400,2018-07-01
204,2614,500,2018-07-01
16,6026,2000,2018-07-01
69,6049,1400,2018-07-01
58,7114,1500,2018-07-01
87,4881,1000,2018-07-01
221,4775,1600,2018-07-01
26,8508,2000,2018-07-01
53,4791,800,2018-07-01
52,3164,2000,2018-07-01
270,8578,1000,2018-07-01
93,6698,600,2018-07-01
98,605,1100,2018-07-01
216,4819,2000,2018-07-01
272,3004,700,2018-07-01
50,5821,1600,2018-07-01
196,3495,1900,2018-07-01
97,7938,1800,2018-07-01
197,1861,1000,2018-07-01
66,6244,700,2018-07-01
13,5022,600,2018-07-01
261,6831,1700,2018-07-01
271,6295,1600,2018-07-01
51,413,800,2018-07-01
96,6286,1300,2018-07-01
198,2905,1400,2018-07-01
95,4656,1900,2018-07-01
94,5776,1500,2018-07-01
199,6008,800,2018-07-01
291,3954,1400,2018-07-01
59,3331,1600,2018-07-01
27,3154,1400,2018-07-01
240,3671,1400,2018-07-01
14,5873,600,2018-07-01
67,8216,1800,2018-07-01
205,2243,1700,2018-07-01
195,2867,1000,2018-07-01
70,2665,1800,2018-07-01
86,8173,2000,2018-07-01
78,7524,1300,2018-07-01
77,7915,2000,2018-07-01
235,1339,1400,2018-07-01
212,659,500,2018-07-01
19,4173,500,2018-07-01
233,5785,900,2018-07-01
76,7173,1200,2018-07-01
213,4796,800,2018-07-01
218,3928,700,2018-07-01
72,3371,1000,2018-07-01
219,6489,1700,2018-07-01
56,4394,500,2018-07-01
57,8430,900,2018-07-01
214,3618,1200,2018-07-01
20,7964,1900,2018-07-01
73,7936,1100,2018-07-01
266,618,600,2018-07-01
25,6089,1300,2018-07-01
215,7080,1600,2018-07-01
234,253,1600,2018-07-01
296,5200,1400,2018-07-01
74,5372,2000,2018-07-01
75,4698,1500,2018-07-01
267,6158,900,2018-07-01
21,8103,1300,2018-07-01
211,4945,1100,2018-07-01
85,2639,2000,2018-07-01
54,4109,900,2018-07-01
265,4129,1600,2018-07-01
206,1609,700,2018-07-01
220,6607,1900,2018-07-01
84,5452,1500,2018-07-01
268,1254,1800,2018-07-01
83,3403,700,2018-07-01
237,3670,1200,2018-07-01
207,8318,1500,2018-07-01
208,3163,2000,2018-07-01
82,113,2000,2018-07-01
236,2335,1500,2018-07-01
209,2313,1400,2018-07-01
17,5974,1400,2018-07-01
71,427,1600,2018-07-01
81,4526,1400,2018-07-01
80,616,500,2018-07-01
210,2358,1700,2018-07-01
18,1243,800,2018-07-01
79,4705,700,2018-07-01
55,7645,500,2018-07-01
260,1590,1500,2018-07-01
269,3038,500,2018-07-01
99,4632,1500,2018-07-01
223,7814,1000,2018-07-01
64,680,500,2018-07-01
115,7546,600,2018-07-01
179,990,700,2018-07-01
114,3113,2000,2018-07-01
63,5057,1700,2018-07-01
180,6845,1700,2018-07-01
277,2023,700,2018-07-01
45,809,1600,2018-07-01
113,3250,1400,2018-07-01
112,3824,1600,2018-07-01
245,1613,700,2018-07-01
246,6344,500,2018-07-01
181,4272,1000,2018-07-01
288,4884,1600,2018-07-01
258,3272,1400,2018-07-01
23,5591,1900,2018-07-01
60,5399,1500,2018-07-01
276,6826,1900,2018-07-01
183,927,1700,2018-07-01
46,5114,1800,2018-07-01
111,5494,1600,2018-07-01
227,5757,700,2018-07-01
22,5445,1600,2018-07-01
182,7505,800,2018-07-01
278,4088,1700,2018-07-01
228,8125,1500,2018-07-01
178,8489,900,2018-07-01
174,4575,700,2018-07-01
175,5303,1300,2018-07-01
7,743,1800,2018-07-01
247,2486,600,2018-07-01
294,1919,1900,2018-07-01
121,788,1100,2018-07-01
120,6939,1700,2018-07-01
176,7112,1200,2018-07-01
119,1583,900,2018-07-01
8,4469,1400,2018-07-01
43,1559,1400,2018-07-01
62,7362,1800,2018-07-01
118,3953,1700,2018-07-01
61,1125,600,2018-07-01
177,3006,2000,2018-07-01
229,4078,1600,2018-07-01
262,7948,1600,2018-07-01
279,6257,900,2018-07-01
117,8370,1500,2018-07-01
116,7001,600,2018-07-01
44,5806,1400,2018-07-01
29,8313,1700,2018-07-01
295,228,700,2018-07-01
263,4028,700,2018-07-01
110,3521,1200,2018-07-01
217,7833,1400,2018-07-01
184,1939,500,2018-07-01
190,4114,1400,2018-07-01
104,8419,1900,2018-07-01
243,758,1400,2018-07-01
191,5108,1800,2018-07-01
11,7605,1000,2018-07-01
225,3165,600,2018-07-01
224,782,1800,2018-07-01
103,7569,600,2018-07-01
273,6622,900,2018-07-01
102,7383,1800,2018-07-01
65,6392,1200,2018-07-01
242,8071,2000,2018-07-01
193,232,1700,2018-07-01
101,8363,600,2018-07-01
49,4759,1800,2018-07-01
259,8755,500,2018-07-01
232,8322,1800,2018-07-01
100,1482,600,2018-07-01
194,180,1800,2018-07-01
12,2405,1000,2018-07-01
241,2019,1100,2018-07-01
293,5800,700,2018-07-01
192,6991,1900,2018-07-01
10,4523,1200,2018-07-01
105,3031,2000,2018-07-01
290,7428,700,2018-07-01
275,4571,500,2018-07-01
185,3799,2000,2018-07-01
109,6143,1600,2018-07-01
244,2027,800,2018-07-01
186,222,1800,2018-07-01
9,8118,900,2018-07-01
226,1248,1900,2018-07-01
108,5450,1800,2018-07-01
107,5076,1100,2018-07-01
47,438,1400,2018-07-01
187,6594,1300,2018-07-01
274,7968,1300,2018-07-01
231,5967,500,2018-07-01
189,4443,1400,2018-07-01
106,2454,1700,2018-07-01
28,8069,1400,2018-07-01
48,5593,1700,2018-07-01
188,144,700,2018-07-01
24,4355,1900,2018-07-01
287,2527,1700,2018-08-01
24,6710,1000,2018-08-01
286,3305,700,2018-08-01
21,8103,1200,2018-08-01
262,1993,1200,2018-08-01
261,5987,1600,2018-08-01
23,2378,1200,2018-08-01
0,8092,1700,2018-08-01
264,1111,600,2018-08-01
265,4129,1200,2018-08-01
263,4891,1800,2018-08-01
22,5907,1600,2018-08-01
6,6226,1100,2018-08-01
25,6089,1600,2018-08-01
12,2753,1700,2018-08-01
259,3857,1300,2018-08-01
273,7294,700,2018-08-01
11,7605,1300,2018-08-01
4,7855,800,2018-08-01
10,4523,2000,2018-08-01
28,8069,1700,2018-08-01
274,5393,1900,2018-08-01
9,4914,1400,2018-08-01
281,3865,1900,2018-08-01
275,3630,700,2018-08-01
256,54,600,2018-08-01
288,7147,1600,2018-08-01
276,3266,1600,2018-08-01
5,17,700,2018-08-01
258,3272,1700,2018-08-01
277,7863,600,2018-08-01
278,4088,600,2018-08-01
280,5358,500,2018-08-01
257,3316,1000,2018-08-01
279,6257,1900,2018-08-01
30,4904,2000,2018-08-01
29,8313,700,2018-08-01
8,4469,500,2018-08-01
7,7104,1700,2018-08-01
282,7447,900,2018-08-01
266,618,1200,2018-08-01
272,197,800,2018-08-01
13,5990,1100,2018-08-01
20,6986,600,2018-08-01
1,8079,700,2018-08-01
296,5200,500,2018-08-01
19,615,1600,2018-08-01
255,2869,2000,2018-08-01
285,7018,1700,2018-08-01
267,6158,1500,2018-08-01
260,3817,500,2018-08-01
18,1243,2000,2018-08-01
17,5974,1300,2018-08-01
268,6987,600,2018-08-01
2,505,1900,2018-08-01
31,4414,1600,2018-08-01
26,8508,1100,2018-08-01
297,1681,1100,2018-08-01
269,3038,1200,2018-08-01
16,4701,1800,2018-08-01
284,5087,500,2018-08-01
15,6002,1900,2018-08-01
32,3337,1500,2018-08-01
14,8124,900,2018-08-01
283,8743,1800,2018-08-01
270,8578,800,2018-08-01
27,8657,900,2018-08-01
271,8354,600,2018-08-01
3,4304,1700,2018-08-01
289,900,1300,2018-08-01
141,1661,1100,2018-08-01
212,659,500,2018-08-01
234,253,1200,2018-08-01
94,5776,1900,2018-08-01
156,8347,1900,2018-08-01
95,4656,500,2018-08-01
143,3106,1800,2018-08-01
291,3800,1600,2018-08-01
57,6891,1400,2018-08-01
198,7270,1300,2018-08-01
235,1182,800,2018-08-01
96,6286,2000,2018-08-01
132,6515,1800,2018-08-01
144,8031,1400,2018-08-01
131,2714,800,2018-08-01
55,1136,1900,2018-08-01
56,4394,1900,2018-08-01
236,2783,1500,2018-08-01
199,3662,1300,2018-08-01
233,5350,1300,2018-08-01
231,1938,1000,2018-08-01
90,5391,900,2018-08-01
203,1870,1300,2018-08-01
157,657,1900,2018-08-01
232,8322,1300,2018-08-01
91,2811,500,2018-08-01
164,5344,1500,2018-08-01
202,4850,1200,2018-08-01
201,3355,700,2018-08-01
92,1208,800,2018-08-01
59,1811,700,2018-08-01
200,3200,700,2018-08-01
93,2936,500,2018-08-01
58,2829,500,2018-08-01
133,6199,500,2018-08-01
60,8615,1000,2018-08-01
197,2850,700,2018-08-01
237,6280,1600,2018-08-01
101,8363,1100,2018-08-01
193,8554,1300,2018-08-01
51,413,1800,2018-08-01
146,2628,1000,2018-08-01
192,6446,1200,2018-08-01
50,3688,500,2018-08-01
100,2036,800,2018-08-01
241,6788,1000,2018-08-01
103,4213,1700,2018-08-01
129,356,1100,2018-08-01
49,4759,600,2018-08-01
242,6025,1200,2018-08-01
191,2655,1600,2018-08-01
104,2325,1100,2018-08-01
102,4582,2000,2018-08-01
97,8039,900,2018-08-01
194,7414,500,2018-08-01
52,3164,1900,2018-08-01
196,3495,1700,2018-08-01
54,4109,2000,2018-08-01
218,3482,1200,2018-08-01
98,8729,700,2018-08-01
53,8637,1600,2018-08-01
165,3199,1000,2018-08-01
240,5746,500,2018-08-01
293,6959,1800,2018-08-01
195,5997,1300,2018-08-01
155,5502,2000,2018-08-01
145,1836,900,2018-08-01
99,7552,1000,2018-08-01
239,4396,1300,2018-08-01
166,6677,800,2018-08-01
238,8117,1200,2018-08-01
243,758,1000,2018-08-01
134,8438,900,2018-08-01
61,7481,1200,2018-08-01
76,7173,1900,2018-08-01
161,3920,800,2018-08-01
68,4182,2000,2018-08-01
222,815,1900,2018-08-01
140,6595,1500,2018-08-01
123,7305,1100,2018-08-01
69,1000,1100,2018-08-01
77,7915,1000,2018-08-01
67,8216,800,2018-08-01
137,6927,1200,2018-08-01
66,6244,1100,2018-08-01
223,7814,700,2018-08-01
211,4945,800,2018-08-01
79,8357,1700,2018-08-01
78,7524,900,2018-08-01
210,2358,1900,2018-08-01
213,4796,600,2018-08-01
221,1251,2000,2018-08-01
73,7936,1100,2018-08-01
219,6421,600,2018-08-01
292,2498,800,2018-08-01
217,1795,700,2018-08-01
160,4065,800,2018-08-01
216,7118,1900,2018-08-01
75,8086,1400,2018-08-01
74,6058,1500,2018-08-01
71,6743,700,2018-08-01
220,6607,1000,2018-08-01
215,7080,600,2018-08-01
139,2819,600,2018-08-01
214,3618,1000,2018-08-01
70,706,700,2018-08-01
138,2158,1200,2018-08-01
294,1919,700,2018-08-01
80,7335,500,2018-08-01
81,1144,700,2018-08-01
85,2639,500,2018-08-01
86,3545,1200,2018-08-01
135,6063,1000,2018-08-01
229,492,800,2018-08-01
205,2243,1900,2018-08-01
87,4031,1600,2018-08-01
206,2864,600,2018-08-01
290,7428,900,2018-08-01
62,4798,1100,2018-08-01
158,470,1500,2018-08-01
230,1913,1800,2018-08-01
204,6291,1500,2018-08-01
88,5248,1800,2018-08-01
89,6604,1800,2018-08-01
163,4149,1100,2018-08-01
224,782,1600,2018-08-01
228,8125,1900,2018-08-01
162,5473,900,2018-08-01
159,6925,1800,2018-08-01
65,2943,1600,2018-08-01
225,5801,1200,2018-08-01
136,4377,800,2018-08-01
226,1248,1100,2018-08-01
209,4324,1600,2018-08-01
63,7624,1000,2018-08-01
82,113,1400,2018-08-01
208,6418,1200,2018-08-01
207,8569,1700,2018-08-01
83,6492,1300,2018-08-01
64,680,1500,2018-08-01
227,5757,1400,2018-08-01
84,5452,900,2018-08-01
142,5682,600,2018-08-01
167,1466,1300,2018-08-01
130,6103,500,2018-08-01
72,8238,1800,2018-08-01
126,1113,1800,2018-08-01
170,6920,1900,2018-08-01
119,6016,1400,2018-08-01
42,8553,1800,2018-08-01
111,7715,500,2018-08-01
183,927,1800,2018-08-01
148,5246,1200,2018-08-01
36,6326,1200,2018-08-01
252,5470,800,2018-08-01
110,7218,1000,2018-08-01
118,4777,1200,2018-08-01
247,5841,1900,2018-08-01
184,1580,800,2018-08-01
168,4737,1900,2018-08-01
176,7112,1700,2018-08-01
151,1418,900,2018-08-01
185,7268,1600,2018-08-01
295,228,1300,2018-08-01
44,5806,1500,2018-08-01
120,6711,900,2018-08-01
127,5732,1600,2018-08-01
147,5325,600,2018-08-01
43,1559,2000,2018-08-01
182,1560,1300,2018-08-01
177,5808,1500,2018-08-01
181,2579,1900,2018-08-01
39,7639,1500,2018-08-01
115,6427,1900,2018-08-01
179,990,500,2018-08-01
149,8701,2000,2018-08-01
178,5066,1700,2018-08-01
153,3145,1400,2018-08-01
150,4020,1100,2018-08-01
249,1329,1600,2018-08-01
116,7001,700,2018-08-01
40,7006,600,2018-08-01
114,6015,1000,2018-08-01
124,8623,1800,2018-08-01
38,305,500,2018-08-01
125,6377,2000,2018-08-01
117,4348,2000,2018-08-01
113,5294,500,2018-08-01
180,240,1000,2018-08-01
169,8007,1600,2018-08-01
37,3472,1700,2018-08-01
248,2465,1900,2018-08-01
41,7413,1000,2018-08-01
112,6159,2000,2018-08-01
251,6816,1700,2018-08-01
109,3660,1900,2018-08-01
121,574,500,2018-08-01
152,5138,700,2018-08-01
154,5966,600,2018-08-01
253,8035,1000,2018-08-01
187,3189,1400,2018-08-01
174,4019,1100,2018-08-01
